company_id,oai_identifier,company_name,company_info_1,company_info_2,pdf_page_num,found_year,found_date_modified,register_year,register_date_modified,effect_date_modified,effect_year,item_rank,purpose,city,bs_text,sboard_text,proc_text,capital_text,volume,industry
ad4e324426,1006345701_190700111,*Allgemeine Revisions- u. Verwaltungs-Akt.-Ges. in Berlin.,,,141,1905.0,1905-11-09,1906.0,1906-02-06,,,1.0,Übernahme gelegentlicher oder dauernder Prüfungen und Überwachungen der,Berlin,,,,,11,Kredit-Banken und andere Geld-Institute.
b44538ec47,1006345701_190300072,Laubenheimer Dampfziegelei in Laubenheim bei Mainz,,,706,1892.0,1892-11-04,,,,,1.0,,Mainz,Grundbesitz Geb ude Einricht Mobil Fuhrpark Waren Kassa Debit Div,,,,7,Industrie der Steine und Erden.
8aea7ca551,1006345701_190300072,Griendtsveen Torfstreu-A.-G. in Schöninghsdorf b. Meppen.,,,437,1901.0,1901-10-17,1901.0,1901-11-22,,,1.0,Erwerb u. Ausbeutung von Mooren zur Gewinnung von,Meppen,Aktion rekto Kassa Torfrechnung sonst Besitzungen A K Kredit The,,,M 100 000 in 100 Aktien M 1000 eingezahlt 25,7,"Bergwerke, Hütten- und Salinenwesen."
cf8bbe593e,1006345701_190800122,Hohenzollernhütte A.-G. in Emden.,,,406,1906.0,1906-06-27,1906.0,1906-07-09,,,1.0,"Bau u. Betrieb von Hochöfen u solchen Betrieben,",Emden,,Kaufm Ernst Schellhass Berlin W Kaufm Alfred Kuby Edenkoben Carl,,M 3 000 000 in 3000 Aktien M 1000 Auf,12,"Bergwerke, Hütten- und Salinenwesen."
43ce176d53,1006345701_190900131,Swinemünder Dampfschiffahrts-Akt.-Ges. in Swinemünde.,(Siehe Seite 663.),,2176,,,,,,,,,Swinemünde,Dampfer Swinem nde do Heringsdorf do Berlin Kaut Swinem nder,,,,13,Nachträge und Berichtigungen.
699f954e67,1006345701_189800021,Swinemünder Kurbad Act.-Ges. in Swinemünde.,,,741,1896.0,1896-06-03,,,,,1.0,"Errichtung und Betrieb eines Kurbades, Anlage eines medicomechanischen",Swinemünde,Kassa M Geb ude M Kontokorrent M Inventarium M Grundst,Vors Herm Dudy Stellv Ad Ploetz Alex Ihlenfeldt B Fritsche,,M 200 000 in 200 Aktien M 1000 Hypotheken M,2,Bäder und Heilanstalten.
e14c53db2f,1006345701_191700212,Russische Eisenindustrie Act.-Ges. in Gleiwitz.,,,604,1900.0,1900-12-07,1901.0,1901-02-01,1900-07-01,1900.0,1.0,"Erwerb u. Pachtung von Bergwerks-Eigentum, Bergwerks-Gerechtsame u. Konzessionen,",Gleiwitz,Anlagen Grund u Boden Geb ude aus noch einzuzahlender bleibt,Vors Geh Komm Rat Osc Caro Hirschberg Stellv Bankier James,Eugen Johae Dr jur Rud Freund Gleiwitz Max Sperling Gust,M 15 000 000 in 15 000 Aktien M 1000,21,Erzbergwerke und Hüttenbetriebe.
6ed393b0a9,1006345701_190300072,"A.-G. f. Liniir-Apparate, Patent Grosse in Leipzig. Thomasring 5.",,,465,1899.0,1899-04-28,1899.0,1899-12-30,,,1.0,"Erwerb, Ausbeutung und sonst. Verwertung der von Bernhard",Leipzig,Patente Betriebsmaschinen Inventar Utensil Waren Debit Kassa Verlust Passiva A,,,M 150 000 in 150 Aktien M 1000 Die G,7,Metall-Industrie.
f4cbbfe2d8,1006345701_191900231,„Rhemag“ Rhenania Motorenfabrik Akt.-Ges. Mannheim.,,,1503,1917.0,1917-05-04,1917.0,1917-05-11,,,1.0,"Herstellung und der Vertrieb von Motoren jeglicher Art,",Mannheim,,Geh Komm Rat Dr Ing h c Carl Haegele Geislingen,Konrad Pl tschke Kurt Hiehle ,M 1 000 000 in 1000 Aktien M 1000 bernommen,23,"Maschinen- und Armaturen-Fabriken, Eisengiessereien etc."
385dbeb11f,1006345701_190000041,"*Frankenthaler EessBne und Maschinenfabrik Kühnle, Kopp & Kausch",Aktiengesellschaft in Frankenthal i. Pfalz.,,852,1899.0,1899-04-04,,,,,1.0,"Betrieb der Eisengiesserei, Kessel- und Maschinenfabrikation, Ausführung von",Frankenthal,,Vors Gen Dir Karl Eswein Ludwigshafen a Rh Landgerichtsrat Alb,,M 1 500 000 in 1500 vollgezahlten Aktien M 1000,4,"Maschinen- und Armaturen-Fabriken, Eisengiessereien etc."
4a5cb3b7bf,1006345701_190000042,"Geraer Aktienbierbrauerei zu Tinz bei Gera, Reuss.",,,1354,1872.0,1872-08-03,,,,,1.0,Bierbrauereibetrieb in Tinz. Die Ges. besitzt und unterhält,Gera,Grundst ck Tinz Geb ude Tinz Masch elektr Beleuchtungsanlage Brauereiutensilien,Vors Stadtrat G Hartig Stellv E Bauer Franz K hn,,M 825 000 in 2750 Aktien M 300 ,4,Brauereien.
4860727dc7,1006345701_190300071,Bergschlösschen-Brauerei Wencker & Co.,Actiengesellschaft in Dortmund.,,1909,1898.0,1898-04-25,,,,,1.0,"Betrieb des Brauereigewerbes, sowie aller damit in Zusammenhang",Dortmund,Grundst cke Geb ude Depot Dorsten Besitzung Wattenscheid Maschinen u,,Ludw Burgardt Dortmund Ad Bernfeld Olm tz ,M 500 000 in 500 Aktien Nr 1 500 M,7,Brauereien.
45515f656b,1006345701_190200061,Rheinische Seidenweberei Aktiengesellschaft in Viersen.,,,1539,1900.0,1900-05-21,1900.0,1900-05-22,,,1.0,"Betreibung von Handelsgeschäften jeder Art, insbesondere Ankauf, Herstellung",Viersen,,Vors Fabrikant Karl Schiffer Viersen Prokurist Walther Crous Crefeld Rechtsanwalt,,M 750 000 in 750 Aktien Nr 1 750 M,6,Textil-Industrie.
8d0a399c7d,1006345701_190900132,Actiengesellschaft „Erholung- in Viersen.,,,1803,1877.0,1877-08-03,,,,,1.0,,Viersen,Immobil Mobil Sparkasse Immopbil II Kredit Kassa Passiva A K,,,M 47 550 in 207 Nam Aktien M 150 u,13,Logen- und Odd-Fellow-Häuser.
85b5bc2f21,1006345701_190800122,Hohenzollerische Landesbahn Akt.-Ges. in Sigmaringen.,,,296,1899.0,1899-07-05,,,,,1.0,Bau u. Betrieb der vollspurigen Kleinbahnen in den,Sigmaringen,Bahnanlage Kaut Effekten Effekten des Ern F u R F,Vors Hofkammerrat H lsemann Stellv Reg Pr s Franz Graf,,M 7 208 000 u zwar M 872 000 in,12,Verkehrs- und Transport-Gesellschaften.
924e258560,1006345701_190700111,„ Garten f. Aachen u. Burtscheid A.-G. in Aachen.,(In Liquidation.),Die G.-V. v. 12./2. 1906 beschloss die Auflös. der Ges.,1572,,,,,,,,,Aachen,,Flamm Aufsichtsrat Architekt Jos Schwartz ,,M 190 000 in 190 Aktien M 1000 Den Aktion,11,"Zoologische Gärten, Aquarien etc."
599a0f2e12,1006345701_190700112,Bankverein. Oberschlesische Zinkhütten-Akt.-Ges. in Kattowitz.,,,431,1906.0,1906-02-22,1906.0,1906-03-06,1905-07-01,1905.0,1.0,Erwerb und Betrieb der cben bezeichneten Werke und,Kattowitz,Grund u Boden H tten Werke Hilfsanlagen Wohnh user Mobil,Mind Vors Geh Reg R Rich Witting Berlin Stellv Gen,,M 3 750 000 in 3750 Aktien M 1000 ,11,"Bergwerke, Hütten- und Salinenwesen."
5953aac25f,1006345701_190900131,"Deutsche Bank, Disconto-Ges., Berlin. .",,,946,,,,,,,,Erwerb und gemeinsame Verwaltung von Aktien der Bergwerksges.,Berlin,Aktiva Aussenstehende Einzahlung auf die StammEinlagen der Gesellschafter Oblig Unterlags,,,M 36 000 000 gezeichnet von den obengenannten 6 Gesellschaftern,13,"Bergwerke, Hütten- und Salinenwesen."
ceb2bd899d,1006345701_191100151,Niederdeutsche Bank umgeändert.,,,221,,,,,,,,Betrieb von Bank- u. Handelsgeschäften. 1907 Übernahme der,Nied,Kassa u Reichsbank Coup Sorten Bankguth reportierte Effekten eigene do,Vors Justizrat Ed Huchzermeier Gelsenkirchen Stellv Stadtrat Gustav Maiweg Dortmund,Walter Benner Franz v Schwedler Dortmund Dir Carl Schmitzdorff Hans,M 12 000 000 in 12 000 Aktien M 1000,15,Kredit-Banken und andere Geld-Institute.
73174e7c6e,1006345701_190300071,"Norddeutsche Bank, Hamburg",,,166,,,,,,,,,Hamburg,,Bis Vors Wirkl Geh Rat Unterstaatssekret r a D Dr,Friedlaender Kellner Goldschmidt Schlicht Pruchtnow Boeck Burkhardt Schneider Binder Neuhauss,,7,Kredit-Banken und andere Geld-Institute.
dd70e3f1c5,1006345701_190900132,„Herne“ Vereinigung von Hibernia-Aktionären G. m. b. H.,,"in Berlin W. 64, Behrenstrasse 63.",501,1904.0,1904-12-12,1904.0,1904-12-23,,,1.0,Erwerb und gemeinsame Verwaltung von Aktien der Bergwerksges.,H,Aktiva Aussenstehende Einzahlung auf die StammEinlagen der Gesellschafter Oblig Unterlags,,,M 42 000 000 gezeichnet von den obengenannten 6 Gesellschaftern,13,"Bergwerke, Hütten- und Salinenwesen."
c409a8914d,1006345701_190000042,Kaiser-Brauerei in Ricklingen bei Hannover.,,,1323,1888.0,1888-08-03,,,,,1.0,Bierbrauerei und event. Eröffnung von Wirtschaftslokalitäten. Bierabsatz 1889/90,Hannover,Grundst cke I do II Geb ude Maschinen u Ger,Vors S Katz Stellv Baron v K nigswarter Boltze Zomber,,M 600 000 in 600 Aktien M 1000 ,4,Brauereien.
dd37a97596,1006345701_190100052,Brauerei Iserlohn Aktiengesellschaft in Grüne,bei Iserlohn.,,1220,1899.0,1899-08-28,1899.0,1899-10-03,,,1.0,,Grüne,Kassa Bankguthaben Unkosten Immobilien Inventar Debitoren nicht eingefordertes A K,Martin Finzel K ln Bankier Herm Wulff Dortmund Rentner Joh,,M 500 000 in 500 Aktien Nr 1 500 M,5,Brauereien.
83e9fe6fb7,1006345701_191100151,Georg Grauert Akt.-Ges. in Stralau b. Berlin.,,,1224,1910.0,1910-03-29,1910.0,1910-05-04,1909-07-01,1909.0,1.0,Übernahme und Fortbetrieb der von der offenen Handels-Ges.,Berlin,,,,M 380 000 in 380 Aktien M 1000 ,15,"Maschinen- und Armaturen-Fabriken, Eisengiessereien etc."
6695caa320,1006345701_190300072,"Iute-yinnereien und-Webereien, Ramie-Industrie. Berliner Jute-Spinnerei und Weberei zu Stralau b. Berlin",mit Zweigniederlassung in Bautzen.,,775,1883.0,1883-03-05,,,,,1.0,,Berlin,Grundst cke Fabrikgeb ude Wohngeb ude Masch Fabrikutensil Fuhrw Kontormobil,Vors Stadtrat Otto Schaefer Stellv Komm Rat Eugen Protzen Bankier,Wilh Boehne Karl Starke f r Bautzen Otto Kirchner Wilh,,7,Textil-Industrie.
3ff2d1f6f5,1006345701_190500091,Oberhohndorfer Forst-Steinkohlenbau Verein,in Oberhohndorf bei Zwickau i. S. (In Liquidation.),,793,1855.0,1855-04-11,,,,,1.0,"Abbau von Steinkohlenlagern. Das Areal in Oberhohndorfer, Bockwaer",Forst,Effekten des R F do des Unterst F do des,,,M 525 000 in 2500 Aktien Nr 1 2500 70,9,"Bergwerke, Hütten- und Salinenwesen."
b344137af2,1006345701_191300171,A.-G. Herseler Erziehungs-Anstalt zu Hersel b. Bonn a. Rh.,(Pensionat der Ursulinen.),,2128,,,,,,,,,Bonn,Kassa Immobil Passiva A K Hypoth Darlehen Baukostenschuld Schuldentilg F,Klosterdamen Magdalena Horn Mere Alfons Stellv Paula K rber Mere,,M 100 000 in 100 Aktien M 1000 Hypotheken M,17,"Gemeinnützige und Wohltätigkeits-Anstalten, Religiöse Vereinigungen, Schulen etc."
1351aaf2f7,1006345701_189800022,Consum-Verein Zawadzki Act.-Ges. in Zawadzki in O.,,,562,,,,,,,,,O,Kassa M Utensilien M Grundst ck M Waren M Sa,,,M 18 000 in Aktien Gesch ftsjahr Kalenderjahr Gen Vers,2,"Konsumvereine, Markthallen."
3a5f025b4a,1006345701_189900032,"Carl Flemming, Verlag, Buch- und Kunstdruckerei,",,,676,1898.0,1898-08-03,,,,,1.0,"Erwerb und Fortführung sämtlicher, der Firma Carl Flemming,",,Grundst ck M Maschinen M elektr Beleuchtungsanlagen M Utensilien u,,,,3,Polygraphische Gewerbe.
0b1e1f6da9,1006345701_190800122,Braunkohlenwerke Leonhard Akt.-Ges. in Wuitz b. Zeitz.,,,521,1907.0,1907-02-11,1907.0,1907-06-14,1906-08-03,1906.0,1.0,"Erwerb und Betrieb von Braunkohlenbergwerken und Brikettfabriken, insonderheit",Zeitz,Grundst cke Kohlenabbaurechte Grubenanlagen Brikettfabrikanlagen elektr Zentralanlagen Kontor Zechen u,,,M 1 500 000 in 1500 Aktien M 1000 hiervon,12,"Bergwerke, Hütten- und Salinenwesen."
cdbc6dea54,1006345701_190800121,"Dampfziegelwerk Sachsenhagen, A.-G. in Sachsenhagen",(Hannover).,,1278,1904.0,1904-03-29,1904.0,1904-03-30,,,1.0,,Sachsenhagen,Grundst ck Geb ude Masch Utensil Kassa Waren Debit Passiva,,,M 72 000 in 60 Nam Aktien M 1200 ,12,Industrie der Steine und Erden.
323b218eb7,1006345701_190900131,„Mech. Zwirnerei Heilbronn vorm. Ackermann & Cie. in Sontheim.,,"Giehe 1907/08, I. Band, Seite 1645.)",2177,,,,,,,,,Sontheim,,,,,13,Nachträge und Berichtigungen.
c6cb769964,1006345701_190000042,"Aktienbrauerei Simmerberg in Simmerberg,",Station Röthenbach bei Lindau.,,1338,1897.0,1897-07-30,1898.0,1898-08-03,,,1.0,Erwerb und Fortbetrieb der bisher unter der Firma,Simmerberg,Immobilien Wirtschaftsanwesen Maschinen Inventar Fastagen Gespanne Vorr te an Bier,,,M 650 000 in 650 Aktien Nr 1 650 M,4,Brauereien.
b8890637e6,1006345701_191900232,"Greussener Malzfabrik Actien-Gesellschaft in Liqu.,",Greussen i. Th.,,1841,1890.0,1890-08-03,,,,,1.0,,Liqu,Kassa Wertp Schuldner u Vorr te Passiva St K R,Vors konomierat Victor Hornung Wasserthalleben Rentier E Wiegleb Greussen Rittm,,M 400 000 in 80 Aktien M 5000 Hypotheken M,23,Mälzereien.
f047847905,1006345701_191700212,Actien-Brauerei Greussen in Greussen i. Thür.,,,1758,1883.0,1883-08-03,,,,,1.0,,Greussen,Grundst ck Geb ude u Kellerei Grundst ck Gem Schenke,Vors Bankier Benno Ullmann Erfurt Rentier Carl Fickewirth Kaufm Lindau,,M 300 000 in 500 abgest Aktien M 300 u,21,Brauereien.
8694afc59b,1006345701_191800221,Württemb. Act.-Ges. f. Fabrikation v. Leim- u. Düngmitteln,in Reutlingen.,,1886,1858.0,1858-08-03,,,,,1.0,,Act,Kassa Geb ude Liegenschaften Masch Mobil Feuerversich Kaut Waren Verlust,Vors Albert Pflzenmayer E Heyne Hofrat Rud Finkh ,,M 115 500 und zwar M 55 500 in 185,22,Chemische Industrie und verwandte Geschäftszweige.
2b5ced227e,1006345701_189800022,Wilhelmshavener Aktien-Brauerei in Wilhelmshaven.,,,751,1896.0,1896-11-02,,,,,1.0,"Betrieb des Bierbrauereigewerbes, Einrichtung von Zweigniederlassungen u. Beteiligung",Wilhelmshaven,,Dr Karl Aug Balke Ed Ulrich Buss Feodor Mencke ,,M 400 000 in 360 Inhaberaktien M 1000 u 200,2,Brauereien.
563187637a,1006345701_190100052,"Zuckerfabrik Brühl, Akt.-Ges. in Brühl, Rheinland.",,,1014,1883.0,1883-08-03,,,,,1.0,"Fabrikation von Rohzucker, sowie Betrieb eines Braunkohlenbergwerks und",Brühl,Immobilien Bahnanschluss Geb ude Maschinen Utensilien Mobilien Beleuchtungsanlage Schnitzeltrocknungsanlage Staubfang,,,M 1 050 000 in Aktien ,5,Zucker-Fabriken und Zucker-Raffinerien.
6b435b2947,1006345701_190300072,Pfälzische Textil-Industrie Otterberg Akt.-Ges.,"in Otterberg bei Lampertsmühle, Rheinpfalz.",,760,1900.0,1900-02-17,1900.0,1900-03-10,,,1.0,Errichtung und Betrieb von Fabriken zur Herstellung von,Otterberg,Aktiva Immobil Debit Kassa vorausbez Versich Utensil Material u Vorr,,,M 400 000 in 400 abgest Aktien M 1000 Urspr,7,Textil-Industrie.
86c3d53a3c,1006345701_191100151,Aktien-Gesellschaft der Warmbadeanstalt in Rendsburg.,,,1768,,,,,,,,,Rendsburg,Grundst ck u Geb ude Inventar Pachtr ckstand Kassa Passiva,,,M 1050 in abgest Aktien Urspr M 6000 herabgesetzt lt,15,"Bäder, Quellen-Produkte, Wasch-Anstalten etc."
e8af264828,1006345701_190500092,Stah und Walzwerk Rendsburg. A.-G. in Rendsburg.,,,307,1904.0,1904-02-27,1904.0,1904-05-04,,,1.0,Betrieb der in den letzten Jahren neu erbauten,Rendsburg,,Vors Komm Rat Georg Howaldt Stellv Komm Rat Ferd Mohr,,,9,"Bergwerke, Hütten- und Salinenwesen."
e860c3771c,1006345701_191300172,Fr. Hesser Maschinenfabrik A.-G. in Stuttgart-Cannstatt.,,,859,1911.0,1911-06-07,1911.0,1911-07-08,,,1.0,Erwerb u. Fortbetrieb des unter der Firma Fr.,Stuttgart-Cannstatt,Grundst cke u Geb ude Masch Werkzeug u Ger te,,Theodor Gros G Schilbach ,M 500 000 in 500 Aktien M 1000 Hypotheken M,17,"Maschinen- und Armaturen-Fabriken, Eisengießereien etc."
462d40014c,1006345701_190400082,Baumwollweberei Mittweida in Mittweida.,,,914,1893.0,1893-07-04,,,,,1.0,Betrieb von Baumwollwebereien u. aller in das Textilfach,Mittweida,Aktiva Grundst ck u Geb ude Masch u Utensil Warenbest,Vors Komm Rat Wilh Decker Mittweida Stellv Bankier Oskar Meyer,,M 600 000 in 600 Aktien M 1000 ,8,Textil-Industrie.
15aceae0d1,1006345701_191800221,Draht- und Krafzenstoffwerke Akt.-Ges. in Mittweida.,,,1210,1916.0,1916-06-26,1916.0,1916-07-05,,,1.0,Erwerb u. Weiterbetrieb der auf Blatt 536 des,Mittweida,,Fabrikdir Lebrecht Steinegger Mittweida Rechtsanwalt Emil Polster Leipzig Kaufm Paul,,M 300 000 in 300 Aktien M 1000 bernommen von,22,Metall-Industrie.
1643e31d31,1006345701_190300071,Stein- und Marmor-Sägerei Schachenmühle,in Strassburg-Neudorf i. Els. mit Zweigniederlassung in Oos.,,1314,1890.0,1890-07-01,,,,,1.0,"Betrieb der der Ges. gehörigen, vormals Arnold'schen Stein-",Strassburg-Neudorf,Immobilien Maschinen Ger tschaften Mobilien Pferde u Wagen Beleuchtungsanlage Waren,,,M 250 000 in 250 Aktien Nr 1 250 M,7,Industrie der Steine und Erden.
a3e41d1bdc,1006345701_191900232,Duncan's Leinen-Industrie-Akt.-Ges. in Grossschweidnitz,(Sachsen).,,1022,1856.0,1856-08-03,1905.0,1905-11-02,,,1.0,"Betrieb aller Zweige der Leinenindustrie. Spezialität: Bleicherei, Färberei,",Grossschweidnitz,Grundst cke Geb ude Masch neue Wasseranlage elektr Kraftanlage elektr,Vors Hauptmann Viktor Grosse Dresden Stellv Rechtsanw u Notar Dr,,M 2 000 000 in 2000 Aktien M 1000 ,23,Textil-Industrie
3dd1e7a141,1006345701_190400081,"Oberschlesische Akt.-Ges. für Fabrikation von Lignose,",Schiesswollfabrik für Armee und Marine in Kruppamühle mit Zweigniederlassung in,,1154,1873.0,1873-09-03,,,,,1.0,"Herstellung u. Verwertung von Schiess-u. Sprengmaterial, sowie der",Kruppamühle,Anlage Kruppam hle Grundst cke Geb ude Masch Utensil Fuhrwesen,Vors Dr Wachler Zahlstellen Berlin Dresdner Bank u deren,,M 650 000 in 650 Aktien M 1000 ,8,Chemische Industrie und verwandte Geschäftszweige.
b96aacfcb9,1006345701_190300072,"Kleinbahn-Akt.-Ges. Ziesar-Gross-Wusterwitz, Sitz in Ziesar.",,,243,1901.0,1901-05-21,1901.0,1901-07-27,,,1.0,"Betrieb der eingleisigen, vollspurigen Kleinbahn Ziesar-Gross-Wusterwitz (16 km).",Ziesar,Aktiva Eisenbahnbau Kaution Effekten Wechsel Effektenkto Coup Kto Debit Passiva,Vors Landrat a D Graf Ludwig von Wartensleben Rog sen,,M 852 000 in 852 Aktien Nr 1 852 M,7,Verkehrs- und Transport-Gesellschaften.
4b2479a94b,1006345701_190800121,sEichener Walzwerk & Verzinkerei Akt.-Ges. in Creuzthal.,,,2059,1907.0,1907-04-13,1907.0,1907-06-08,1907-01-01,1907.0,1.0,"Betrieb von Werken, welche der Erzeugung und Weiterverarbeitung",Creuzthal,,Vors Gewerke Adolf Schleifenbaum Siegen Stellv Joh Sch tz Eichen,,M 1 000 000 in 1000 Aktien M 1000 ,12,Nachträge und Berichtigungen.
4ade139aca,1006345701_191100151,Kartoffelflocken-Fabrik Pretzsch (Elbe) A.-G. in Pretzsch.,,,1833,1909.0,1909-08-29,1910.0,1910-03-01,,,1.0,Errichtung u. Betrieb einer Kartoffeltrocknungsanlage zur Herstellung von,Pretzsch,,Vors Rob Sensenhauser Emil Lindau Ernst Richter Otto Leipziger Ernst,,M 60 000 in Nam Aktien M 200 begeben zu,15,Verschiedene Nahrungs- und Genussmittel-Industrien.
3c0009c484,1006345701_190200061,Eisern-Siegener Eisenbahn-Gesellschaft in Siegen.,(Siehe Seite 531.),,1951,,,,,,,,,Siegen,Aktiva Bau u Ausr stung der Bahn samt Neubau Marienborn,,,,6,Eisenbahnen und Strassenbahnen.
3e17983c24,1006345701_190900131,Siegener Eisenbahnbedarf Akt.-Ges.,in Dreis-Tiefenbach (Sieg).,,1129,1908.0,1908-01-20,1908.0,1908-02-13,,,1.0,"Herstellung von Eisenbahnbedarf aller Art, insbesondere von Eisenbahnfahrzeugen,",Siegen,,Vors H tten Dir Aug Weinlig Stellv Heinr Weiss Hugo,,M 600 000 in 600 Aktien M 1000 1908 wurde,13,"Maschinen- und Armaturen-Fabriken, Eisengiessereien, Schiffsbau etc."
49e02c714d,1006345701_190700111,Kunst- und Verlags-Anstalt Schaar und Dathe.,Kommanditgesellschaft auf Aktien in Trier.,,1423,1904.0,1904-08-05,1904.0,1904-10-10,,,1.0,Übernahme und Fortführung der früher unter der Firma,Trier,Immobil Mobil Ausst nde Passiva A K Hypoth Kredit Gewinn,Vors Wilh Rautenstrauch Stellv Arnold Steingroever Rechtsanwalt r K Schwartz,,M 550 000 in 550 Aktien M 1000 Hypoth M,11,Polygraphische Gewerbe.
4152c01fbf,1006345701_191100152,"Trierischer Winzerverein, Actiengesellschaft in Trier.",,,1502,1897.0,1897-04-23,,,,,1.0,"Fabrikmässige Herstellung u. Vertrieb alkoholfreier Getränke, namentl. der",Trier,Kassa Wechsel Wein Emballage Mobil Immobil Grundst ck Debit Gas,Stephan Studert Zeltingen Stephan Ehlen L snich Peter Rosswinkel Langsur,,Eingezahlt Ende 1908 M 136 000 in 136 Nam Aktien,15,Verschiedene Nahrungs- und Genussmittel-Industrien.
08dffab734,1006345701_190800121,Solenhofer „. in Solnhofen.,,,1160,1857.0,1857-01-23,,,,,1.0,"Betrieb der im Besitze bereits befindlichen, der etwa",Solnhofen,Immobil gemutete Steinbr che u Wechsel Debit Waren Masch Werkz,Vors J B Obpacher Stellv Anton Franck Jos Guggenheimer Komm,,M 750 000 in 1500 Aktien Nr 1 1500 M,12,Industrie der Steine und Erden.
3018b5f00f,1006345701_190200061,Lapitals 1 Allianz in Berlin übertragen.,,,546,,,,,,,,,Berlin,,,,M 3 000 000 in 2000 Nam Aktien M 1500,6,Versicherungs-Gesellschaften aller Branchen.
52c299fc0e,1006345701_191500192,"Kollmar & Jourdan A.-G., Uhrkettenfabrik in Pforzheim","mit Zweigniederlassungen in Mühlhausen a. Würm, Boxberg (Baden) und Neckarbischofsheim.",,673,1898.0,1898-09-11,1898.0,1898-09-20,,,1.0,Herstell. u. Verkauf von Uhrketten u. Bijouteriewaren. Die,Pforzheim,Immobil I do II u Grundst cks Kto abz gl,,Otto Kollmar Max Kollmar Karl Faas Fritz Buck ,M 4 000 000 in 4000 Aktien M 1000 Urspr,19,Metall-Industrie.
8c10118aaa,1006345701_191700211,Bedburger Wöl. fedanet bei Düren.,,,1596,1891.0,1891-04-30,,,,,1.0,"Erwerb, Errichtung oder Betrieb von Kunstwollfabriken, Wollspinnereien, Wollwebereien",Düren,Grundst cke Geb ude Masch Utensil Mobil Eisenb Anschl Kl,Vors Gen Dir Dr jur Paul Silverberg C ln Stellv,M Die Anlagen wurden u durch Umbau u Modernisierung rentabler,M 1 000 000 in 1000 abgest Aktien M 1000,21,Textil-Industrie.
25ee108e0d,1006345701_192000241,"Linoleum- u. Wachstucdl-fabrihe. ae Bedburg, A.-G. in Bedburg.",,,2022,1897.0,1897-01-26,,,,,1.0,"Erwerb, Errichtung u. Betrieb von Linoleumfabriken, sowie der",Bedburg,Grundst cke Geb ude Masch Utensil Formen Walzen Muster etc,Vors Wm Trimborn Grevenbroich Dr jur Herbert Suermondt Aachen Justizrat,,M 4 000 000 in 4000 Aktien s mtl M,24,Linoleum- und Wachstuch-Fabriken
cb33d6c1f7,1006345701_189900032,Aktiengesellschaft der Krankenheiler Jodquellen,zu Tölz-Krankenheil in Oberbayern.,,756,1860.0,1860-05-12,,,,,1.0,Verwertung der im Besitze der Ges. befindlichen Jod-Natriumquellen,Tölz-Krankenheil,Anwesen M Mobilien u Gesch ftseinrichtung M Kassa M Bankkonto,,,fl 280 000 M 480 000 in 1120 Inhaber Aktien,3,"Bäder, Heil-Anstalten und Quellenprodukte."
458e06b59a,1006345701_190800121,Acfien-Gesellschaft des Sophienbades in Reinbek bei Hamb.,,,1581,1877.0,1877-08-03,,,,,1.0,,Hamb,Grundst ckskto Invent Kto pro P Kassa Passiva A K,Vors Alb K ck Otto Loeck H C Dethleffsen ,,M 120 000 in 80 Aktien M 1500 ,12,"Bäder, Quellen-Produkte, Wasch-Anstalten etc."
1e461e8ac2,1006345701_190700112,Leipziger Baumwollweberei in Wolkenburg a. d. Mulde.,,,909,1886.0,1886-08-03,,,,,1.0,Betrieb einer Baumwollweberei und von damit zus.hängenden Geschäftszweigen.,Wolkenburg,,Vors Konsul Geh Komm Rat H L Offermann Stellv Fedor,,M 200 000 in 200 Aktien M 1000 Urspr M,11,Textil-Industrie.
6404f6627b,1006345701_191600201,Vereinigte Zünder- u. Kabelwerke Akt.-Ges. in Meissen,mit Zweigniederlassungen in Lage u. Siebenlehn.,"(Firma bis 20./4. 1915: Vereinigte Fabriken englischer Sicherheitszünder, Draht-u. Kabelwerke.)",2430,1872.0,1872-03-23,,,,,1.0,"Die Ges. betreibt Fabriken in Meissen, Obermeisa u.",Meissen,Grundst cke u Geb ude Masch Fabrikutensil Kontor do Kabeltrommel,Vors Oberjustizrat Fr Francke Meissen Stellv Dir Max Lieberoth Blasewitz,,M 900 000 in 1500 Aktien Lit A u B,20,"Elektrotechnische Fabriken, Elektrizitätswerke und Hilfsgeschäfte."
0562ddb063,1006345701_190400081,"Deutsche Gas-Selbstzünder-A.-G. in Berlin, Hollmannstr. 301",,,1286,1897.0,1897-03-13,,,,,1.0,"Herstellung u. Vertrieb von Gasselbstzündern, insbes. Erwerb der",Berlin,Kassa Bankguth Aussenst nde Vorschuss zahlung Patentkto Utensil Werkzeuge fertige,,,M 3 200 000 in 3200 Aktien M 1000 Die,8,"Gesellschaften für Gas-, Petroleum- und Spiritus-Glühlicht, Carbid etc."
899bce2d83,1006345701_191100152,"Haderslev Maskinfabrik, Akt.-Ges. in Hadersleben.",,,770,1907.0,1907-11-11,1908.0,1908-03-26,,,1.0,Übernahme und Betrieb von Maschinenfabriken und Eisengiessereien in,Hadersleben,,Vors Axel Sabroe Bothildus Mygind Osterlinnet Peter Uldall H gelund,Chresten Schulz ,Urspr M 90 000 in 90 Aktien M 1000 Die,15,"Maschinen- und Armaturen-Fabriken, Eisengiessereien etc."
